Row Id,Territory ID,Year,X,Y,CLC2012,Pop_den,HFP,Dist_settl,Dist_roads
256,CUN,2015,4636170.308,3117112.111,103.137449,197.6375485,20.95696946,185.533927,228.8603124
257,KL,2015,4466256.433,3282511.213,103.9751791,21.4620971,10.55869479,434.8170016,507.1624055
282,BI,2015,4665850.821,3143635.306,103.2022612,76.13655222,14.43149051,511.4407219,466.2534488
284,N,2015,4626915.353,3160697.875,104.6131663,44.41537391,14.2117144,227.2560163,680.3688345
293,RA,2015,4575865.862,3142205.8,102.7782531,60.66568842,17.53133705,285.6597692,243.6924493
297,KAL,2015,4412872.205,3340293.306,103.5132312,38.87753681,11.02591524,280.4142957,372.6509152
298,BED,2015,4606534.049,3150356.465,103.7464312,134.4951505,18.09629445,217.5416066,294.4201442
309,MR,2015,4630156.143,3247068.957,103.5011691,108.9627879,18.33585394,614.725536,403.4809213
312,SF,2015,4608373.915,3246094.307,103.3065407,25.96259637,11.47505596,538.8203432,394.8911216
314,STO,2015,4592599.735,3233948.452,103.9167247,18.24748781,8.29932345,372.3025072,345.6288926
321,SNV,2015,4307094.811,3334225.02,103.3504924,88.24365861,11.53188103,304.0695315,256.7740973
324,BT,2015,4557143.394,3217768.214,103.6933446,22.89206128,11.9364803,424.2707421,629.1779745
327,SI,2015,4597801.071,3216177.443,103.5206821,28.32832853,12.0831759,197.6361241,289.2756289
333,PA,2015,4463065.26,3251513.467,103.3414586,95.60083574,15.3529997,328.097851,466.0251219
335,BW,2015,4572896.721,2877894.141,104.9094253,21.84400477,7.202773911,894.6622589,341.6840823
349,HOB,2015,4597523.987,3154181.589,103.7097031,70.61928682,14.85437907,239.8863083,319.8206097
354,KO,2015,4650442.506,3136847.381,103.3819123,68.29948733,13.28226569,298.783087,312.5838435
355,SFB,2015,4604776.422,3164702.85,104.6606832,161.1760728,18.55999204,195.9074139,380.069365
360,DOB,2015,4534420.561,3236873.708,103.7946793,44.56006962,11.94579811,336.3362009,342.6094978
369,OMO,2015,4309874.959,3287235.715,103.666733,97.43139205,11.0024867,338.2916397,589.2893022
393,VIS,2015,4292498.801,3319532.605,103.1784222,61.14146439,10.89076801,307.3776363,192.0024373
211,BAT,2016,4216743.665,3290198.527,102.7465055,63.72203154,13.97950555,389.1331145,146.1194349
250,BK,2016,4633842.414,3209627.963,103.8732773,27.69013384,13.15249515,191.5451017,488.7067018
251,CO,2016,4492119.045,3205744.056,103.3828591,96.60928173,13.46528054,391.6215181,415.5534719
259,NO,2016,4647954.986,3158232.693,104.5587504,64.36842105,13.7174908,292.2402746,826.1944085
260,DZ,2016,4660402.423,3159609.39,104.1475516,16.82813821,8.694108874,492.0289833,929.7398459
261,LUE,2016,4399576.669,3352736.836,103.6152507,32.53730601,7.448865897,470.9078293,282.6961301
262,UEM,2016,4595225.318,3398527.318,104.3098494,48.51921643,7.795256799,860.9264158,795.5837021
263,DN,2016,4641140.509,3142643.111,103.8385989,34.99741281,11.6849097,413.3945967,402.876362
264,MI,2016,4632480.612,3151526.446,104.7936642,34.42972946,12.97841655,364.1919137,661.3773125
265,MU,2016,4330503.086,3326769.738,103.9418084,55.18372625,10.42773302,376.9464836,406.1577639
266,NY,2016,4653482.038,3147194.063,103.8875684,100.0154152,13.75589259,376.3868225,441.9930383
267,KHB,2016,4659514.551,3128397.352,102.7405658,143.6551981,20.16705613,256.7822304,302.4127181
268,KN,2016,4616417.29,3158402.22,104.1832422,265.3464943,19.19825957,176.9753357,267.3737444
269,RT,2016,4622811.323,3140217.489,103.1890602,68.93117852,15.68373943,247.6982596,282.2642466
270,HW,2016,4621272.359,3114443.072,103.3545097,161.1074076,17.74593304,166.52674,285.3906771
271,GA,2016,4416697.176,3319764.562,103.6825168,14.62004476,6.305595623,338.9905994,521.1902512
272,CLH,2016,4424985.083,3249589.231,104.0879531,35.35216029,9.898970815,415.3426639,550.8788843
274,TL,2016,4635487.269,3193817.564,104.1642221,124.0374385,18.17431512,214.7478248,541.546363
275,GR,2016,4600745.822,3174119.241,103.8871922,94.55856752,19.15807013,155.9985576,383.6673464
276,ZIH,2016,4406044.432,3277118.472,103.2487815,38.69317617,8.45016413,488.0820651,740.8330847
277,HO,2016,4630147.182,3178734.116,103.4826848,64.1051846,13.44223306,159.9538263,389.4654194
278,GOE,2016,4376161.641,3333917.071,103.2500497,22.65894171,12.04789139,769.2432365,394.5011438
279,GH,2016,4550915.79,3150228.012,103.3285416,57.31103263,15.28203343,325.3865897,351.9914942
280,HF,2016,4479862.467,3214469.701,103.49075,23.95379948,8.86214442,411.3949672,591.0152676
281,CUN,2016,4636170.308,3117112.111,103.137449,197.6375485,20.95696946,185.533927,228.8603124
283,BI,2016,4664495.598,3145495.577,103.3530026,84.24751442,13.38834758,544.1642971,458.4343309
285,N,2016,4629326.053,3164768.801,104.0284421,76.70767242,15.48391428,146.7111531,687.5003729
286,Z,2016,4645278.098,3177052.866,103.5465353,70.19892553,12.90633239,234.173407,514.0330299
287,LE,2016,4510131.136,3239287.648,103.7659818,47.59872643,11.17725486,341.4304761,361.4275907
288,AH,2016,4534834.084,3182101.805,103.5571031,35.68702746,12.49054914,401.8832073,448.4877636
289,CUX,2016,4256695.982,3391701.777,103.6559487,33.47664248,9.870738495,244.2894841,446.5044727
290,AG,2016,4473962.158,3228123.943,103.9424053,13.61081269,9.240326271,387.3939123,492.8608873
291,KH,2016,4591785.756,3144633.64,103.9169361,33.72096493,11.36105446,339.3470281,241.9875653
292,OH,2016,4484552.732,3187477.711,103.6013033,130.253594,16.6024474,294.2371288,474.4401831
294,RA,2016,4574369.235,3138342.945,102.6788379,118.6487912,18.98447916,283.3500149,226.4755746
295,ES,2016,4340398.631,3309149.978,103.811026,38.92954523,7.855607523,379.3345607,494.4869141
303,LH,2016,4591077.887,3130165.301,103.3307306,122.581688,19.81349779,257.6983638,187.2317601
304,BA,2016,4581953.37,3184790.834,103.7601452,24.50029839,12.41247265,250.6469564,391.4031729
305,GKL,2016,4493086.786,3217590.71,103.5529429,12.29071386,9.563730364,472.4150925,620.9983595
306,GZ,2016,4487564.196,3237534.083,103.5795991,24.07683891,8.664992291,311.4304471,394.3947382
307,GRH,2016,4581559.182,3167320.186,104.1024225,118.2183256,16.07725215,206.0762075,451.1463463
308,LB,2016,4616670.054,3211460.682,104.0193982,15.9311614,9.567570256,320.9516041,844.7926884
311,RU,2016,4583345.377,3150330.422,103.2088661,76.88501916,16.16493358,256.79999,292.013931
317,SPJ,2016,4538094.768,3217082.566,103.627996,120.6795127,18.0133267,267.02909,461.2604674
318,BE,2016,4308354.313,3300503.734,104.6278283,6.604903277,8.632502859,361.5080312,508.8553384
319,WI,2016,4320194.887,3312639.128,103.8768282,25.2825092,10.68893642,359.540792,321.4236394
320,SNV,2016,4312511.257,3335325.358,103.8088323,73.33185797,11.73363835,329.0991645,296.6177143
322,GLH,2016,4527258.59,3200808.273,103.249341,26.72434718,10.76274559,484.0418304,481.509326
325,SE,2016,4593852.238,3190225.273,103.5965078,55.35290021,17.17839021,142.4799522,298.7462939
326,FHB,2016,4562775.413,3189983.291,103.7417189,16.32124739,10.79787128,612.1958122,579.7007361
328,SI,2016,4597801.071,3216177.443,103.5206821,28.32832853,12.0831759,197.6361241,289.2756289
329,KRH,2016,4500434.303,3338107.539,104.2700995,11.51721393,6.343432836,506.4330348,840.8493532
330,MOE,2016,4449733.022,3235821.31,102.9448036,149.0323222,17.97195425,247.8372949,381.4642964
331,KL,2016,4466256.433,3282511.213,103.9751791,21.4620971,10.55869479,434.8170016,507.1624055
332,PA,2016,4467427.035,3251529.04,103.4762875,93.82014317,14.380344,370.8242195,434.9913502
334,OHR,2016,4375536.911,3079629.971,103.7079272,109.5014422,18.29361448,259.4120251,199.6380545
336,BW,2016,4567598.27,2895425.873,104.7021737,3.335144727,5.293556615,700.6361872,384.7763114
350,HOB,2016,4601060.345,3153316.925,103.7387714,110.4173091,15.63029097,228.2341706,317.770853
351,OMO,2016,4309874.959,3287235.715,103.666733,97.43139205,11.0024867,338.2916397,589.2893022
352,GW,2016,4455459.819,2953872.581,104.1023728,64.56628364,17.96055315,421.1822614,90.99413023
357,KAL,2016,4412872.205,3340293.306,103.5132312,38.87753681,11.02591524,280.4142957,372.6509152
358,KO,2016,4650442.506,3136847.381,103.3819123,68.29948733,13.28226569,298.783087,312.5838435
359,DOB,2016,4531782.131,3236326.808,103.7630938,27.69798558,10.71758269,355.7059438,370.5516538
361,SFB,2016,4604776.422,3164702.85,104.6606832,161.1760728,18.55999204,195.9074139,380.069365
362,MR,2016,4618717.617,3247205.796,103.5537046,47.81999005,13.50671308,935.9356539,422.863998
365,SF,2016,4604250.629,3246202.88,103.1924684,43.34678141,13.04203562,351.0589991,318.8908069
366,STO,2016,4592139.847,3232831.067,103.8922763,14.57915154,7.987516785,375.1312976,358.3160591
368,SPH,2016,4584917.313,3250386.793,103.8377424,69.36275485,13.20979612,259.901094,297.7039284
370,EB,2016,4346532.868,3324023.079,102.7433487,56.52658014,12.19225223,255.1365558,233.4014123
371,REJ,2016,4460935.51,3361124.938,103.39439,14.90839011,10.0812155,325.0831551,599.3439598
379,DH,2016,4530854.668,3150672.957,103.0816255,48.524423,10.24457819,275.5922205,533.5109431
388,BIP,2016,4163807.634,3280996.268,102.8720549,45.06402227,10.47097127,190.0530868,240.9392087
389,VIS,2016,4292498.801,3319532.605,103.1784222,61.14146439,10.89076801,307.3776363,192.0024373
391,EHL,2016,4368739.555,3275080.286,103.787814,45.56816712,8.894105944,448.6805272,776.1773191
394,WEN,2016,4354856.743,3340788.618,103.0962045,112.7591404,16.2354375,230.1080436,250.8609163
402,BIS,2016,4327027.616,3327977.154,103.7858386,64.46392522,12.05051962,356.2514544,379.2753717
407,SHO,2016,4607477.425,3104112.097,103.2957788,124.0336101,19.18629742,135.2041466,149.9342216
417,WAL,2016,4317579.907,3290762.934,103.4936344,84.15163119,11.1574995,343.5003481,526.059081
422,LOEC,2016,4606065.234,3382344.803,103.3823076,45.51370715,13.25648042,461.515349,373.3966864
426,LUC,2016,4401709.909,3325325.632,102.7736881,48.75379259,10.38945536,379.5913454,218.221338
434,CHR,2016,4595291.509,3175569.615,103.5552681,88.18784201,17.29817929,168.5742712,365.9797533
454,MEH,2016,4388427.332,3294095.751,103.0108928,29.44735141,13.78786372,392.6192987,355.7565282
455,KN II,2016,4618758.071,3152185.069,103.7459962,289.6071322,18.5800756,198.6165821,312.0830598
273,GR,2017,4604469.587,3179454.353,103.7826758,41.28986517,15.33757898,158.9426837,368.6934176
315,OHR,2017,4375536.911,3079629.971,103.7079272,109.5014422,18.29361448,259.4120251,199.6380545
345,GST,2017,4232244.208,3353602.847,103.7503854,78.74014025,13.77097528,160.113841,189.3407271
353,GW,2017,4455459.819,2953872.581,104.1023728,64.56628364,17.96055315,421.1822614,90.99413023
356,KO,2017,4648841.324,3136074.874,103.3119745,57.86080295,13.20367146,287.9626884,306.9552759
363,NO,2017,4644665.667,3160117.967,104.6493933,158.9699125,17.45434653,240.3326537,883.7817784
364,NY,2017,4652855.233,3147063.832,103.9329353,95.08512438,13.44985075,386.6773134,455.5711443
367,DZ,2017,4657631.392,3160852.103,104.2691848,17.14412262,8.761620384,465.2147407,1020.001891
372,KN,2017,4614093.208,3160440.898,104.1726934,269.0214872,19.16946033,169.7848296,265.4020393
373,DN,2017,4642379.666,3142821.674,103.7958615,36.19811978,11.26293275,409.8513231,406.3077
374,RT,2017,4625239.106,3139570.627,103.1340463,81.03899527,16.05665257,243.8497389,270.2132803
375,KHB,2017,4659599.374,3131247.086,102.7447888,91.40684543,19.86100194,266.3705786,328.7126014
376,DH,2017,4529874.954,3153004.615,103.1722286,41.91197096,10.85502561,273.9920426,544.3652459
377,N,2017,4628603.171,3165795.136,103.762203,126.559151,17.27423203,126.0263943,580.316781
378,HW,2017,4615605.321,3117044.982,103.0843985,209.5714925,21.76819018,153.2118168,233.7316357
380,BW,2017,4567598.27,2895425.873,104.7021737,3.335144727,5.293556615,700.6361872,384.7763114
381,BE,2017,4307169.522,3301196.863,104.5706754,12.16830797,9.473838655,358.4431016,489.9685169
382,OMO,2017,4309874.959,3287235.715,103.666733,97.43139205,11.0024867,338.2916397,589.2893022
383,GOE,2017,4376161.641,3333917.071,103.2500497,22.65894171,12.04789139,769.2432365,394.5011438
384,SNV,2017,4312511.257,3335325.358,103.8088323,73.33185797,11.73363835,329.0991645,296.6177143
385,BIS,2017,4327027.616,3327977.154,103.7858386,64.46392522,12.05051962,356.2514544,379.2753717
386,Z,2017,4645278.098,3177052.866,103.5465353,70.19892553,12.90633239,234.173407,514.0330299
387,TL,2017,4632271.29,3194721.214,104.5838596,38.68455074,19.30182487,233.805579,631.9270548
390,EHL,2017,4368739.555,3275080.286,103.787814,45.56816712,8.894105944,448.6805272,776.1773191
392,BAT,2017,4216743.665,3290198.527,102.7465055,63.72203154,13.97950555,389.1331145,146.1194349
395,MI,2017,4633446.665,3153392.147,104.8973645,37.00213824,14.14306315,325.0227747,765.7788662
396,CUN,2017,4640024.001,3118243.143,102.899801,188.611592,22.70527363,175.5825373,212.8536318
397,RA,2017,4574103.357,3137650.099,102.6623881,127.030995,19.25462687,278.3768159,221.2057214
398,SHO,2017,4607477.425,3104112.097,103.2957788,124.0336101,19.18629742,135.2041466,149.9342216
399,DUE,2017,4509601.201,3170304.205,103.2861048,37.10441308,10.79037869,448.0064109,429.6748335
400,BI,2017,4663466.372,3149374.8,103.5761734,52.23150358,11.64677804,572.7129077,509.2663087
401,GH,2017,4550915.79,3150228.012,103.3285416,57.31103263,15.28203343,325.3865897,351.9914942
403,HO,2017,4630147.182,3178734.116,103.4826848,64.1051846,13.44223306,159.9538263,389.4654194
404,VF,2017,4429840.824,2955587.259,103.6724532,89.19662754,15.64116594,331.1513629,355.9980601
405,RWA,2017,4280442.653,3287123.325,103.268431,35.14864193,10.32747985,424.0298975,237.4899512
406,WAL,2017,4317579.907,3290762.934,103.4936344,84.15163119,11.1574995,343.5003481,526.059081
408,WI,2017,4320194.887,3312639.128,103.8768282,25.2825092,10.68893642,359.540792,321.4236394
409,EB,2017,4346532.868,3324023.079,102.7433487,56.52658014,12.19225223,255.1365558,233.4014123
410,WEN,2017,4354856.743,3340788.618,103.0962045,112.7591404,16.2354375,230.1080436,250.8609163
411,MUER,2017,4512814.261,3370826.054,104.5032329,5.972794191,6.667462449,468.2710634,1232.673729
412,JAS,2017,4409741.643,3364777.502,103.2690146,28.74177983,10.61627618,485.2625976,410.6699
413,NOH,2017,4481941.19,3386544.407,104.1518213,15.44834793,10.54055533,313.152916,588.7155155
414,KAL,2017,4404749.507,3346891.222,103.4406426,33.59267917,9.756552444,446.2225593,325.6871239
415,UEM,2017,4595225.318,3398527.318,104.3098494,48.51921643,7.795256799,860.9264158,795.5837021
416,REJ,2017,4463999.606,3360724.774,103.332687,23.64578361,11.49731504,306.0234189,591.402148
418,ES,2017,4340398.631,3309149.978,103.811026,38.92954523,7.855607523,379.3345607,494.4869141
419,KH,2017,4590788.932,3143566.55,103.8708089,39.42140086,11.74932843,327.9632872,229.2779823
420,AMT,2017,4385555.539,3350047.723,103.5878311,32.16699861,10.39424417,447.7492531,479.8395738
421,LOEC,2017,4606065.234,3382344.803,103.3823076,45.51370715,13.25648042,461.515349,373.3966864
423,MA,2017,4605217.708,3119410.321,103.0456941,167.7705847,24.66020286,152.1038683,206.5989956
424,GHD,2017,4659682.275,3107095.246,102.7942113,145.9562363,21.22036006,237.8821365,356.6804257
425,LUC,2017,4401709.909,3325325.632,102.7736881,48.75379259,10.38945536,379.5913454,218.221338
427,GNA,2017,4261385.522,3360980.028,103.4172343,61.3554771,11.08199493,222.8954304,183.7221918
428,CUX,2017,4256695.982,3391701.777,103.6559487,33.47664248,9.870738495,244.2894841,446.5044727
429,HOB,2017,4601060.345,3153316.925,103.7387714,110.4173091,15.63029097,228.2341706,317.770853
430,RU,2017,4583345.377,3150330.422,103.2088661,76.88501916,16.16493358,256.79999,292.013931
431,KN II,2017,4618758.071,3152185.069,103.7459962,289.6071322,18.5800756,198.6165821,312.0830598
432,MEP,2017,4143954.941,3302483.486,103.3575869,67.83597752,13.96886656,277.5114637,284.1281643
433,CHR,2017,4595291.509,3175569.615,103.5552681,88.18784201,17.29817929,168.5742712,365.9797533
435,CLH,2017,4425438.624,3252637.288,104.2070114,23.92436599,9.109796121,464.4225261,540.4076082
436,AH,2017,4534834.084,3182101.805,103.5571031,35.68702746,12.49054914,401.8832073,448.4877636
437,GLH,2017,4527258.59,3200808.273,103.249341,26.72434718,10.76274559,484.0418304,481.509326
438,SFB,2017,4601120.598,3164833.41,104.4271434,202.2294609,21.65849413,177.1408395,350.1517804
439,OH,2017,4484552.732,3187477.711,103.6013033,130.253594,16.6024474,294.2371288,474.4401831
440,HF,2017,4479862.467,3214469.701,103.49075,23.95379948,8.86214442,411.3949672,591.0152676
441,AG,2017,4473962.158,3228123.943,103.9424053,13.61081269,9.240326271,387.3939123,492.8608873
442,ZIH,2017,4406044.432,3277118.472,103.2487815,38.69317617,8.45016413,488.0820651,740.8330847
443,MOE,2017,4449733.022,3235821.31,102.9448036,149.0323222,17.97195425,247.8372949,381.4642964
444,KL,2017,4466256.433,3282511.213,103.9751791,21.4620971,10.55869479,434.8170016,507.1624055
445,PA,2017,4467427.035,3251529.04,103.4762875,93.82014317,14.380344,370.8242195,434.9913502
446,SE,2017,4593852.238,3190225.273,103.5965078,55.35290021,17.17839021,142.4799522,298.7462939
447,GKL,2017,4493086.786,3217590.71,103.5529429,12.29071386,9.563730364,472.4150925,620.9983595
448,KRH,2017,4500434.303,3338107.539,104.2700995,11.51721393,6.343432836,506.4330348,840.8493532
449,STO,2017,4592139.847,3232831.067,103.8922763,14.57915154,7.987516785,375.1312976,358.3160591
450,VSW,2017,4614750.617,3194825.485,102.9061411,474.1722902,22.36722405,115.3250224,291.3443814
451,WTZ,2017,4306144.583,3279611.954,103.3076196,92.65134786,15.48885905,336.5660499,513.8395504
452,WE,2017,4616168.66,3173637.793,104.1787348,97.13034613,19.29232146,143.0340163,497.9671275
453,MEH,2017,4388427.332,3294095.751,103.0108928,29.44735141,13.78786372,392.6192987,355.7565282
456,DEL,2017,4481842.458,3156018.767,102.4557843,204.5887297,25.85476972,180.8594947,235.8491495
457,AG,2018,4473962.158,3228123.943,103.9424053,13.61081269,9.240326271,387.3939123,492.8608873
458,AH,2018,4534834.084,3182101.805,103.5571031,35.68702746,12.49054914,401.8832073,448.4877636
459,BA,2018,4581953.37,3184790.834,103.7601452,24.50029839,12.41247265,250.6469564,391.4031729
460,BK,2018,4633842.414,3209627.963,103.8732773,27.69013384,13.15249515,191.5451017,488.7067018
461,BAT,2018,4216743.665,3290198.527,102.7465055,63.72203154,13.97950555,389.1331145,146.1194349
462,BT,2018,4565125.285,3220357.993,103.6960697,25.80661692,13.15119403,389.2434328,620.9246766
463,BW,2018,4580410.286,2878395.384,104.7266083,9.553594511,5.881227006,924.0398727,360.0482251
464,BE,2018,4308354.987,3300503.733,104.6278596,6.604187388,8.632434852,361.5102944,508.8806445
465,BI,2018,4663466.372,3149374.8,103.5761734,52.23150358,11.64677804,572.7129077,509.2663087
466,CHR,2018,4595291.509,3175569.615,103.5552681,88.18784201,17.29817929,168.5742712,365.9797533
467,CLH,2018,4425438.624,3252637.288,104.2070114,23.92436599,9.109796121,464.4225261,540.4076082
468,CUN,2018,4640024.001,3118243.143,102.899801,188.611592,22.70527363,175.5825373,212.8536318
469,CUX,2018,4256695.982,3391701.777,103.6559487,33.47664248,9.870738495,244.2894841,446.5044727
470,DH,2018,4529874.954,3153004.615,103.1722286,41.91197096,10.85502561,273.9920426,544.3652459
471,DN,2018,4642379.666,3142821.674,103.7958615,36.19811978,11.26293275,409.8513231,406.3077
472,DZ,2018,4657631.392,3160852.103,104.2691848,17.14412262,8.761620384,465.2147407,1020.001891
473,LUC,2018,4401709.909,3325325.632,102.7736881,48.75379259,10.38945536,379.5913454,218.221338
474,DOB,2018,4531782.131,3236326.808,103.7630938,27.69798558,10.71758269,355.7059438,370.5516538
475,EHL,2018,4368739.555,3275080.286,103.787814,45.56816712,8.894105944,448.6805272,776.1773191
476,ES,2018,4339803.594,3309848.719,103.7660813,46.28312024,7.650713895,380.5381324,481.3973434
477,FHB,2018,4565282.277,3190583.533,103.716147,15.3710279,11.56258392,614.5243423,564.0144711
478,GLH,2018,4527258.59,3200808.273,103.249341,26.72434718,10.76274559,484.0418304,481.509326
479,GOE,2018,4376161.641,3333917.071,103.2500497,22.65894171,12.04789139,769.2432365,394.5011438
480,GH,2018,4550915.79,3150228.012,103.3285416,57.31103263,15.28203343,325.3865897,351.9914942
481,GKL,2018,4489070.284,3214347.608,103.5776351,15.61545735,9.016223748,521.7996915,682.1719916
482,GZ,2018,4492145.144,3241887.393,103.5688352,26.21520939,11.00288471,323.1313538,388.1125535
483,GR,2018,4604469.587,3179454.353,103.7826758,41.28986517,15.33757898,158.9426837,368.6934176
484,GRH,2018,4581559.182,3167320.186,104.1024225,118.2183256,16.07725215,206.0762075,451.1463463
485,HOB,2018,4601060.345,3153316.925,103.7387714,110.4173091,15.63029097,228.2341706,317.770853
486,HF,2018,4479862.467,3214469.701,103.49075,23.95379948,8.86214442,411.3949672,591.0152676
487,HW,2018,4615605.321,3117044.982,103.0843985,209.5714925,21.76819018,153.2118168,233.7316357
488,HO,2018,4630147.182,3178734.116,103.4826848,64.1051846,13.44223306,159.9538263,389.4654194
489,KAL,2018,4404749.507,3346891.222,103.4406426,33.59267917,9.756552444,446.2225593,325.6871239
490,KL,2018,4466256.433,3282511.213,103.9751791,21.4620971,10.55869479,434.8170016,507.1624055
491,KN II,2018,4618758.071,3152185.069,103.7459962,289.6071322,18.5800756,198.6165821,312.0830598
492,KN,2018,4614093.208,3160440.898,104.1726934,269.0214872,19.16946033,169.7848296,265.4020393
493,KO,2018,4648841.324,3136074.874,103.3119745,57.86080295,13.20367146,287.9626884,306.9552759
494,KHB,2018,4659599.374,3131247.086,102.7447888,91.40684543,19.86100194,266.3705786,328.7126014
495,KRH,2018,4500434.303,3338107.539,104.2700995,11.51721393,6.343432836,506.4330348,840.8493532
496,LE,2018,4510131.136,3239287.648,103.7659818,47.59872643,11.17725486,341.4304761,361.4275907
497,LB,2018,4614408.364,3210446.793,104.0245152,17.00527101,8.763749378,316.8943809,638.2534063
498,LOEC,2018,4606065.234,3382344.803,103.3823076,45.51370715,13.25648042,461.515349,373.3966864
499,LUW,2018,4525432.67,3221482.528,103.6958922,29.39601154,11.89352497,337.7183708,530.3168391
500,MEH,2018,4388427.332,3294095.751,103.0108928,29.44735141,13.78786372,392.6192987,355.7565282
501,MI,2018,4633446.665,3153392.147,104.8973645,37.00213824,14.14306315,325.0227747,765.7788662
502,MOE,2018,4449733.022,3235821.31,102.9448036,149.0323222,17.97195425,247.8372949,381.4642964
503,MR,2018,4618717.617,3247205.796,103.5537046,47.81999005,13.50671308,935.9356539,422.863998
504,MU,2018,4331410.406,3322754.367,103.9266886,85.28140853,10.20068636,362.3043868,369.6304088
505,N,2018,4628603.171,3165795.136,103.762203,126.559151,17.27423203,126.0263943,580.316781
506,NY,2018,4652855.233,3147063.832,103.9329353,95.08512438,13.44985075,386.6773134,455.5711443
507,NO,2018,4644665.667,3160117.967,104.6493933,158.9699125,17.45434653,240.3326537,883.7817784
508,OH,2018,4484552.732,3187477.711,103.6013033,130.253594,16.6024474,294.2371288,474.4401831
509,OMO,2018,4306515.742,3287400.252,103.7701144,65.44356042,11.67245152,331.4749378,491.0313774
510,PA,2018,4467427.035,3251529.04,103.4762875,93.82014317,14.380344,370.8242195,434.9913502
511,RA,2018,4574103.357,3137650.099,102.6623881,127.030995,19.25462687,278.3768159,221.2057214
512,REJ,2018,4463999.606,3360724.774,103.332687,23.64578361,11.49731504,306.0234189,591.402148
513,RT,2018,4625239.106,3139570.627,103.1340463,81.03899527,16.05665257,243.8497389,270.2132803
514,RU,2018,4583345.377,3150330.422,103.2088661,76.88501916,16.16493358,256.79999,292.013931
515,SF,2018,4604250.629,3246202.88,103.1924684,43.34678141,13.04203562,351.0589991,318.8908069
516,SNV,2018,4312511.257,3335325.358,103.8088323,73.33185797,11.73363835,329.0991645,296.6177143
517,SFB,2018,4601120.598,3164833.41,104.4271434,202.2294609,21.65849413,177.1408395,350.1517804
518,SI,2018,4597801.071,3216177.443,103.5206821,28.32832853,12.0831759,197.6361241,289.2756289
519,SPJ,2018,4540397.097,3215657.052,103.5984581,49.22024372,15.46744591,340.526287,492.7120119
520,SPH,2018,4584917.313,3250386.793,103.8377424,69.36275485,13.20979612,259.901094,297.7039284
521,SHO,2018,4607477.425,3104112.097,103.2957788,124.0336101,19.18629742,135.2041466,149.9342216
522,STO,2018,4592139.847,3232831.067,103.8922763,14.57915154,7.987516785,375.1312976,358.3160591
523,TL,2018,4632271.29,3194721.214,104.5838596,38.68455074,19.30182487,233.805579,631.9270548
524,UEM,2018,4595225.318,3398527.318,104.3098494,48.51921643,7.795256799,860.9264158,795.5837021
525,VIS,2018,4292499.473,3319532.601,103.1785306,61.14266527,10.89106104,307.3479083,191.9900512
526,WAL,2018,4318918.327,3290706.546,103.477822,87.16991546,11.50422675,348.3577822,507.4618598
527,WI,2018,4320194.887,3312639.128,103.8768282,25.2825092,10.68893642,359.540792,321.4236394
528,ZKF,2018,4406044.432,3277118.472,103.2487815,38.69317617,8.45016413,488.0820651,740.8330847
529,Z,2018,4645278.098,3177052.866,103.5465353,70.19892553,12.90633239,234.173407,514.0330299
530,AMT,2018,4385555.539,3350047.723,103.5878311,32.16699861,10.39424417,447.7492531,479.8395738
531,DEL,2018,4481842.458,3156018.767,102.4557843,204.5887297,25.85476972,180.8594947,235.8491495
532,DUE,2018,4509601.201,3170304.205,103.2861048,37.10441308,10.79037869,448.0064109,429.6748335
533,EB,2018,4346751.407,3327084.485,102.7531208,52.61068285,11.9098324,272.0787785,251.0378475
534,FRI,2018,4513801.863,3326835.572,103.8498732,28.83266179,8.240362135,393.6005571,537.7913744
535,GST,2018,4232244.208,3353602.847,103.7503854,78.74014025,13.77097528,160.113841,189.3407271
536,GA,2018,4416697.176,3319764.562,103.6825168,14.62004476,6.305595623,338.9905994,521.1902512
537,GNA,2018,4261385.522,3360980.028,103.4172343,61.3554771,11.08199493,222.8954304,183.7221918
538,GW,2018,4455459.819,2953872.581,104.1023728,64.56628364,17.96055315,421.1822614,90.99413023
539,GSB,2018,4563864.736,3323625.884,104.123396,7.026410027,8.698846116,658.9637422,730.3373122
540,GHD,2018,4659682.275,3107095.246,102.7942113,145.9562363,21.22036006,237.8821365,356.6804257
541,HAN,2018,4587838.648,3264040.912,103.8304815,50.54720454,11.32456228,403.9663251,525.4174791
542,JAS,2018,4409741.643,3364777.502,103.2690146,28.74177983,10.61627618,485.2625976,410.6699
543,KAH,2018,4434946.434,3395886.113,103.8022776,22.82067731,9.060022875,400.2021483,388.7423542
544,KAR,2018,4451582.589,3324592.461,103.3351069,33.57921432,11.39990055,308.9990552,554.6954749
545,KAG,2018,4576603.998,3206780.201,102.9416124,50.44715771,17.59267917,337.3537574,359.4909236
546,KH,2018,4590788.932,3143566.55,103.8708089,39.42140086,11.74932843,327.9632872,229.2779823
547,MEP,2018,4143954.941,3302483.486,103.3575869,67.83597752,13.96886656,277.5114637,284.1281643
548,NOH,2018,4481941.19,3386544.407,104.1518213,15.44834793,10.54055533,313.152916,588.7155155
549,PS,2018,4563546.372,3162491.199,103.4775971,120.0608185,15.76130091,254.943309,369.2303944
550,RWA,2018,4280442.653,3287123.325,103.268431,35.14864193,10.32747985,424.0298975,237.4899512
551,SE,2018,4593852.238,3190225.273,103.5965078,55.35290021,17.17839021,142.4799522,298.7462939
